Set,nHM,piPC09,PCD,X2Av,MLOGP,ON1V,N-072,B02[C-N],F04[C-O],logBCF,Class
0,0.0,0.0,0.0,0.36,0.8,0.8,0.0,0.0,0.0,0.54,1.0
1,2.0,0.0,0.0,0.26,1.82,0.14,0.0,0.0,0.0,0.84,1.0
1,0.0,0.0,0.19,0.28,1.0,0.9,0.0,0.0,0.0,0.23,1.0
1,2.0,0.0,0.21,0.36,2.46,0.56,0.0,0.0,0.0,0.86,1.0
1,3.0,0.0,0.19,0.34,1.0,0.26,0.0,0.0,0.0,0.13,1.0
1,4.0,0.0,0.0,0.29,2.96,0.28,0.0,0.0,0.0,1.84,1.0
1,3.0,0.0,0.0,0.23,2.78,0.28,0.0,0.0,0.0,1.66,1.0
1,0.0,0.0,0.72,0.31,3.04,1.28,0.0,0.0,0.0,2.41,1.0
1,7.0,5.252,0.67,0.24,5.12,1.3,0.0,0.0,0.0,3.95,1.0
1,0.0,0.0,1.53,0.15,1.16,0.72,0.0,1.0,1.0,0.91,1.0
0,1.0,5.686,1.63,0.22,3.77,2.27,0.0,1.0,2.0,1.64,1.0
0,1.0,6.711,2.33,0.18,5.63,2.06,0.0,0.0,0.0,2.63,3.0
1,1.0,6.711,2.33,0.46,4.95,2.07,0.0,0.0,6.0,3.49,2.0
1,0.0,5.614,2.02,0.15,2.41,1.55,0.0,0.0,12.0,0.02,3.0
1,6.0,0.0,0.7,0.26,3.56,0.53,0.0,0.0,0.0,1.18,3.0
1,0.0,3.714,0.66,0.21,3.27,1.56,0.0,0.0,0.0,2.38,2.0
0,0.0,7.808,3.54,0.16,4.59,1.67,0.0,0.0,0.0,2.72,3.0
1,2.0,5.614,2.24,0.18,4.4,1.38,0.0,1.0,0.0,3.68,1.0
1,1.0,0.0,0.14,0.28,1.35,1.88,0.0,0.0,9.0,0.01,1.0
1,4.0,1.946,0.1,0.89,3.32,3.38,0.0,0.0,3.0,3.48,3.0
1,1.0,3.434,0.07,0.28,2.44,4.63,0.0,0.0,15.0,0.67,3.0
0,0.0,0.0,0.52,0.27,1.95,1.46,0.0,0.0,4.0,0.35,1.0
1,0.0,0.0,0.45,0.26,1.97,0.63,0.0,0.0,0.0,1.22,1.0
1,2.0,0.0,0.0,0.5,2.23,0.62,0.0,0.0,0.0,0.71,1.0
1,3.0,0.0,0.0,0.53,2.23,0.33,0.0,0.0,0.0,0.62,1.0
1,3.0,0.0,0.32,0.41,2.08,0.2,0.0,0.0,0.0,1.16,1.0
1,1.0,6.711,2.33,0.27,4.95,2.07,0.0,0.0,6.0,2.85,3.0
0,2.0,5.58,2.03,0.19,1.21,1.79,2.0,1.0,10.0,-0.1,3.0
1,4.0,0.0,0.0,0.5,2.6,0.3,0.0,0.0,0.0,1.07,1.0
1,0.0,0.0,0.41,0.23,0.73,0.8,0.0,1.0,0.0,0.62,1.0
1,1.0,5.536,1.49,0.16,5.87,2.32,0.0,0.0,9.0,3.48,3.0
0,2.0,7.01,2.57,0.13,4.48,1.62,0.0,1.0,8.0,3.01,1.0
1,0.0,0.0,0.17,0.25,3.37,1.77,0.0,0.0,0.0,2.98,1.0
1,0.0,5.901,2.1,0.18,3.31,1.84,0.0,0.0,2.0,1.52,3.0
1,0.0,5.03,1.85,0.2,4.31,2.46,0.0,0.0,8.0,2.75,3.0
1,0.0,6.297,3.05,0.19,4.77,3.41,0.0,0.0,8.0,3.6,3.0
0,0.0,5.211,1.69,0.18,3.72,2.28,0.0,1.0,20.0,3.09,1.0
0,1.0,6.771,2.59,0.19,1.44,1.18,0.0,1.0,9.0,0.53,1.0
1,1.0,5.053,1.24,0.2,2.68,1.72,1.0,1.0,3.0,1.6,1.0
1,0.0,8.117,3.72,0.15,4.18,1.76,0.0,0.0,5.0,2.12,3.0
1,2.0,5.765,2.18,0.18,1.91,2.14,2.0,1.0,7.0,0.11,1.0
0,1.0,7.063,2.67,0.15,3.42,1.45,0.0,0.0,10.0,2.36,1.0
1,0.0,7.063,2.67,0.14,2.84,1.49,0.0,1.0,10.0,2.03,1.0
1,0.0,6.124,2.06,0.17,2.6,3.01,1.0,1.0,9.0,1.85,3.0
0,1.0,5.557,1.3,0.21,2.25,3.66,1.0,1.0,8.0,1.95,3.0
1,1.0,6.591,2.48,0.18,5.4,2.99,0.0,0.0,10.0,3.78,1.0
1,5.0,0.0,1.49,0.19,4.29,0.67,0.0,1.0,4.0,2.74,3.0
1,0.0,6.565,2.38,0.19,4.23,1.65,0.0,0.0,0.0,3.0,1.0
1,1.0,5.711,2.25,0.17,1.77,2.19,2.0,1.0,11.0,0.2,3.0
0,2.0,5.597,2.16,0.14,3.99,1.54,2.0,1.0,5.0,2.81,1.0
1,0.0,6.87,3.48,0.13,4.24,2.1,1.0,1.0,6.0,3.11,1.0
1,0.0,7.808,3.55,0.17,4.59,1.67,0.0,0.0,0.0,3.18,1.0
1,0.0,6.816,2.35,0.17,3.96,1.47,0.0,0.0,0.0,2.92,1.0
1,1.0,3.446,1.22,0.21,2.59,2.01,0.0,1.0,0.0,1.52,1.0
0,1.0,0.0,1.51,0.17,2.84,0.92,0.0,1.0,6.0,1.99,1.0
1,0.0,7.606,2.65,0.15,1.94,2.96,0.0,0.0,18.0,1.41,3.0
0,0.0,7.15,2.65,0.15,3.4,2.03,0.0,0.0,10.0,1.6,3.0
1,0.0,6.97,2.67,0.14,2.89,1.46,0.0,0.0,10.0,2.0,1.0
1,0.0,5.089,1.42,0.19,3.62,3.02,0.0,0.0,16.0,2.23,3.0
1,1.0,6.791,2.57,0.19,1.44,1.15,0.0,0.0,12.0,1.11,2.0
1,0.0,7.71,3.53,0.16,4.33,1.47,0.0,0.0,0.0,3.36,1.0
1,1.0,6.673,2.14,0.28,5.39,2.09,0.0,1.0,0.0,2.4,1.0
1,0.0,5.833,2.29,0.17,4.09,2.76,0.0,0.0,17.0,1.01,3.0
1,0.0,5.614,2.13,0.15,3.22,1.4,1.0,1.0,4.0,1.41,3.0
1,3.0,6.076,1.8,0.36,0.91,1.5,1.0,1.0,2.0,1.54,1.0
0,0.0,6.545,2.48,0.17,4.15,1.44,0.0,0.0,0.0,2.77,1.0
1,0.0,7.233,3.24,0.15,2.86,1.31,0.0,1.0,0.0,2.18,1.0
1,0.0,6.589,2.48,0.16,2.79,1.36,0.0,0.0,4.0,0.29,3.0
1,0.0,4.881,1.28,0.17,1.87,2.69,1.0,1.0,10.0,2.52,2.0
1,0.0,1.099,0.15,0.36,4.68,2.33,0.0,0.0,0.0,3.22,3.0
1,1.0,0.0,1.23,0.2,2.19,0.82,0.0,0.0,2.0,1.32,1.0
1,3.0,0.0,1.25,0.21,3.62,0.77,0.0,0.0,1.0,2.84,1.0
1,3.0,0.0,1.25,0.23,4.06,0.62,0.0,0.0,0.0,2.89,1.0
1,2.0,0.0,1.25,0.2,2.73,0.64,0.0,0.0,1.0,1.17,1.0
0,6.0,0.0,0.65,0.32,3.66,0.4,0.0,0.0,0.0,3.82,1.0
1,5.0,0.0,1.27,0.23,5.21,0.8,0.0,0.0,0.0,3.83,1.0
1,6.0,0.0,1.27,0.37,6.0,0.59,0.0,0.0,0.0,3.0,3.0
1,5.0,0.0,1.27,0.34,5.87,0.8,0.0,0.0,0.0,2.45,3.0
1,6.0,0.0,0.0,0.47,4.76,0.95,0.0,0.0,0.0,2.43,3.0
1,5.0,0.0,1.27,0.21,3.91,0.6,0.0,0.0,1.0,2.67,3.0
0,4.0,0.0,1.49,0.19,4.0,0.68,0.0,1.0,4.0,1.9,3.0
0,3.0,0.0,1.25,0.21,3.31,0.62,0.0,0.0,1.0,1.92,3.0
0,1.0,0.0,1.47,0.24,0.78,0.97,0.0,1.0,6.0,0.29,1.0
1,1.0,3.726,1.21,0.23,2.89,2.07,0.0,1.0,0.0,1.95,3.0
1,0.0,0.0,1.51,0.16,2.24,0.93,0.0,1.0,6.0,1.3,1.0
1,1.0,0.0,1.51,0.16,2.51,0.72,0.0,1.0,4.0,1.44,1.0
1,0.0,0.0,1.51,0.13,1.35,0.73,0.0,1.0,5.0,1.17,1.0
1,0.0,3.894,1.63,0.16,2.7,1.83,0.0,1.0,11.0,1.14,3.0
1,0.0,0.0,1.83,0.11,1.54,0.86,0.0,1.0,13.0,0.1,1.0
1,1.0,0.0,1.5,0.18,2.84,0.91,0.0,1.0,6.0,1.92,1.0
1,2.0,0.0,1.5,0.18,3.11,0.7,0.0,1.0,4.0,2.05,1.0
0,1.0,0.0,1.5,0.16,1.97,0.74,0.0,1.0,4.0,1.06,3.0
1,3.0,0.0,1.49,0.19,3.7,0.68,0.0,1.0,4.0,1.84,1.0
0,1.0,6.865,2.23,0.44,5.27,2.4,0.0,0.0,9.0,3.4,2.0
1,0.0,6.29,2.38,0.18,3.68,1.26,0.0,0.0,0.0,1.73,3.0
1,0.0,7.15,3.37,0.16,4.28,1.75,0.0,1.0,0.0,3.28,1.0
1,0.0,5.837,2.31,0.16,3.13,1.32,0.0,1.0,0.0,1.44,1.0
1,0.0,5.837,2.31,0.16,3.13,1.29,0.0,0.0,3.0,1.34,3.0
1,0.0,6.188,2.19,0.18,3.42,2.18,0.0,1.0,4.0,1.52,3.0
1,0.0,4.239,1.85,0.15,1.4,0.79,0.0,1.0,0.0,0.55,1.0
1,0.0,2.565,0.0,0.29,4.43,2.28,0.0,0.0,0.0,3.37,1.0
1,0.0,6.136,1.25,0.21,3.56,1.56,0.0,0.0,0.0,2.15,1.0
1,0.0,6.136,2.37,0.16,2.07,0.99,0.0,1.0,0.0,0.49,3.0
1,0.0,3.446,1.52,0.14,1.7,0.89,0.0,1.0,5.0,0.6,1.0
1,0.0,6.29,2.37,0.18,3.68,1.26,0.0,0.0,0.0,2.49,1.0
1,1.0,6.29,2.37,0.18,3.95,1.04,0.0,0.0,0.0,3.63,2.0
1,0.0,0.0,1.17,0.19,2.81,1.86,0.0,1.0,0.0,2.04,1.0
1,2.0,6.477,2.28,0.18,3.59,1.31,0.0,1.0,0.0,2.23,1.0
1,0.0,7.066,2.51,0.17,2.24,2.99,2.0,1.0,6.0,-0.03,3.0
1,0.0,0.0,0.0,0.1,1.59,0.45,0.0,0.0,0.0,0.32,1.0
1,0.0,5.732,2.28,0.17,3.88,1.29,0.0,0.0,0.0,2.64,1.0
1,0.0,5.932,2.27,0.16,3.13,1.28,0.0,0.0,1.0,1.64,1.0
0,0.0,6.711,2.5,0.14,2.72,1.16,0.0,0.0,6.0,0.46,3.0
1,0.0,7.17,3.29,0.15,3.92,1.85,1.0,1.0,6.0,0.76,3.0
1,1.0,6.711,2.48,0.2,2.86,1.33,0.0,1.0,0.0,2.61,1.0
1,2.0,6.196,2.27,0.24,5.2,1.25,0.0,0.0,0.0,3.96,1.0
1,0.0,7.059,3.22,0.17,5.17,1.9,0.0,0.0,0.0,1.77,3.0
1,4.0,0.0,1.26,0.21,3.62,0.61,0.0,0.0,1.0,2.15,1.0
0,3.0,4.343,1.31,0.19,3.2,1.17,0.0,0.0,3.0,1.76,3.0
0,3.0,4.239,1.33,0.19,2.91,0.91,0.0,0.0,3.0,1.38,3.0
1,4.0,0.0,1.26,0.21,3.91,0.77,0.0,0.0,1.0,3.34,1.0
0,4.0,0.0,1.26,0.21,3.91,0.77,0.0,0.0,1.0,3.51,1.0
0,1.0,5.741,1.57,0.19,3.77,2.35,0.0,1.0,5.0,1.45,1.0
1,3.0,3.726,1.2,0.57,2.72,1.94,0.0,0.0,2.0,1.89,3.0
1,4.0,2.151,1.27,0.19,3.31,0.94,0.0,0.0,4.0,4.4,2.0
0,0.0,5.55,2.32,0.13,1.37,0.89,0.0,1.0,4.0,0.32,1.0
0,0.0,2.89,0.12,0.29,2.46,2.85,1.0,1.0,2.0,0.29,3.0
1,1.0,3.992,1.32,0.18,2.09,1.13,0.0,0.0,3.0,0.0,3.0
1,2.0,3.992,1.32,0.18,2.35,0.92,0.0,0.0,3.0,-0.5,3.0
1,4.0,3.555,0.54,0.45,-0.27,1.12,1.0,1.0,1.0,0.72,1.0
1,1.0,0.0,2.08,0.21,1.5,0.78,0.0,1.0,0.0,0.8,1.0
1,3.0,0.0,0.11,0.64,2.68,2.83,0.0,0.0,9.0,2.34,1.0
1,0.0,0.0,1.24,0.21,2.94,1.06,0.0,0.0,0.0,1.15,3.0
0,0.0,0.0,1.24,0.18,1.86,0.86,0.0,0.0,1.0,1.03,1.0
0,1.0,0.0,1.24,0.22,3.21,0.85,0.0,0.0,0.0,1.86,1.0
1,2.0,0.0,1.24,0.22,3.48,0.63,0.0,0.0,0.0,2.47,1.0
1,1.0,0.0,1.24,0.19,2.13,0.68,0.0,1.0,0.0,0.93,1.0
1,1.0,0.0,1.24,0.23,2.3,0.65,0.0,0.0,1.0,1.52,1.0
1,1.0,0.0,1.24,0.19,2.13,0.65,0.0,0.0,1.0,1.21,1.0
1,0.0,0.0,1.24,0.22,3.26,1.26,0.0,0.0,0.0,2.17,1.0
1,0.0,0.0,1.24,0.2,2.19,1.09,0.0,1.0,0.0,0.8,1.0
0,1.0,0.0,1.24,0.2,2.46,0.88,0.0,1.0,0.0,1.37,1.0
0,2.0,0.0,1.24,0.21,2.73,0.66,0.0,1.0,0.0,1.13,1.0
1,2.0,0.0,1.24,0.2,2.73,0.63,0.0,0.0,1.0,1.75,1.0
0,0.0,0.0,1.24,0.2,2.19,1.09,0.0,1.0,0.0,0.54,1.0
1,0.0,0.0,1.24,0.18,1.25,0.92,0.0,1.0,0.0,1.45,2.0
1,2.0,0.0,1.24,0.21,2.73,0.66,0.0,1.0,0.0,1.24,1.0
1,4.0,0.0,1.25,0.24,4.63,0.6,0.0,0.0,0.0,3.57,1.0
1,3.0,0.0,1.25,0.21,3.31,0.62,0.0,0.0,1.0,2.6,1.0
1,5.0,4.931,1.36,0.24,4.46,1.27,0.0,0.0,8.0,1.63,3.0
1,3.0,0.0,0.0,0.63,2.96,0.52,0.0,0.0,0.0,1.11,3.0
1,3.0,0.0,0.0,0.43,2.6,0.52,0.0,0.0,0.0,1.07,1.0
0,1.0,4.799,1.24,0.22,2.88,2.71,0.0,1.0,11.0,-0.35,3.0
1,0.0,0.0,0.31,0.24,0.59,0.97,0.0,1.0,1.0,0.44,1.0
1,1.0,0.0,0.22,0.23,-0.67,0.67,2.0,1.0,0.0,-0.02,1.0
1,2.0,5.904,1.74,0.25,4.75,2.86,1.0,1.0,4.0,1.68,3.0
1,1.0,6.692,2.3,0.24,5.47,3.23,0.0,0.0,10.0,0.82,3.0
1,0.0,0.0,1.22,0.26,3.92,2.18,0.0,0.0,4.0,2.46,3.0
1,0.0,0.0,1.68,0.12,1.43,0.83,0.0,1.0,9.0,0.47,1.0
1,0.0,0.0,1.49,0.14,1.18,0.92,0.0,1.0,5.0,0.79,1.0
0,2.0,6.157,2.3,0.18,3.84,1.44,0.0,0.0,4.0,2.19,3.0
1,0.0,0.0,1.19,0.13,3.37,0.78,0.0,0.0,0.0,1.67,1.0
1,1.0,0.0,1.45,0.24,0.43,0.76,0.0,1.0,4.0,0.52,1.0
1,1.0,0.0,1.2,0.15,3.95,0.76,0.0,0.0,0.0,2.34,2.0
1,0.0,0.0,1.19,0.24,2.81,1.42,0.0,0.0,1.0,1.79,1.0
0,0.0,0.0,1.32,0.22,2.95,1.52,0.0,0.0,4.0,0.5,3.0
1,0.0,0.0,1.2,0.23,3.26,1.36,0.0,0.0,0.0,1.55,3.0
0,0.0,0.0,1.36,0.2,3.17,1.05,0.0,0.0,0.0,1.89,1.0
1,3.0,2.197,0.23,0.42,0.64,2.35,1.0,1.0,7.0,0.5,1.0
1,0.0,0.0,1.5,0.15,1.89,0.73,0.0,1.0,4.0,0.66,1.0
1,0.0,0.0,1.49,0.16,2.24,0.92,0.0,1.0,4.0,1.02,1.0
1,2.0,0.0,1.48,0.17,2.57,0.73,0.0,1.0,4.0,1.88,1.0
0,1.0,6.564,2.37,0.16,3.77,2.28,0.0,1.0,3.0,2.59,2.0
1,0.0,0.0,1.71,0.13,1.89,0.79,0.0,1.0,8.0,0.77,1.0
0,0.0,0.0,1.19,0.21,2.81,1.69,0.0,0.0,1.0,1.35,3.0
0,0.0,0.0,1.49,0.16,2.24,0.92,0.0,1.0,4.0,0.91,1.0
1,0.09387329008129175,1.2558916199473296,0.2486064074113697,0.24249013679349665,0.8970944563446993,1.9695161267870045,0.9061267099187083,1.0,3.0938732900812917,1.7450197264130067,2.0
0,1.0,6.631819023252536,2.3391432998553654,0.4033115408967347,4.5915826456696776,1.947479781938104,0.0,0.18286599710730733,6.0,3.484514020086781,2.0
1,1.0,5.456023629058795,1.2785001803458378,0.2286922799467942,3.165382395743536,3.0304987375791357,0.0,0.0,10.0,4.010535714732625,2.0
0,2.6382705938433504,6.543633142236393,2.3836172940615663,0.19638270593843352,4.83466612067541,1.0208518821846995,0.0,0.0,0.0,4.198493180059744,2.0
1,6.0,6.56153428023765,2.3689982245544057,0.21,6.47,1.2048330374257343,0.0,0.0,0.0,5.626344577822095,2.0
1,0.0,0.0,1.23,0.16342888671499833,0.7454355077299634,0.6542888671499834,0.0,1.0,0.0,0.9611356055550384,2.0
1,0.43567289867789105,0.7821573624324429,0.7168718711887108,0.21514616810576873,1.5054977596466461,1.4944146708377315,0.564327101322109,1.0,3.435672898677891,1.7997076637884626,2.0
0,6.0,6.647334417048222,2.3265019658280908,0.21,6.47,1.197300393165618,0.0,0.0,0.0,5.904296461509436,2.0
1,0.09543225538329758,0.0,1.1803752272006853,0.16763458043066382,0.6857463221382442,0.6133197421231692,0.0,0.9522838723083512,0.0,1.0266394842463384,2.0
0,0.5660372104940763,4.954829907614331,1.360943348944467,0.2083018605247038,2.17075423365455,2.4726409315434843,0.4339627895059237,1.0,3.1320744209881526,1.8837731173397279,2.0
1,4.206767761787545,6.574644700895666,3.274007919087296,0.18682707104715018,3.081549115394813,2.2524961527740954,1.8413535523575089,1.0,12.524060657072527,1.9983607975383444,2.0
0,8.0,6.846991767609718,2.346008232390282,0.21,6.93,1.18,0.0,0.0,0.0,5.8112016464780565,2.0
1,0.0,3.199350689314036,0.06,0.1,4.962735353310455,1.2855556433268678,0.0,0.0,2.0,2.906409750037301,2.0
1,6.908200934186558,6.713443107431455,2.3309179906581345,0.21,6.678886214862908,1.1918359813162689,0.0,0.0,0.0,6.033378270914102,2.0
1,0.09415698826856012,0.0,1.2390584301173144,0.1809415698826856,1.2368180216424016,0.887045054106004,0.0,1.0,0.0,1.4104540649272048,2.0
0,2.0657600718261175,0.7171848515281505,0.8825322949182729,0.18640213668521882,4.3077173381217415,0.8978533273478235,0.0,0.0,0.6228266187825884,3.5744672158017456,2.0
0,1.0,5.849247581819496,1.4170062612441479,0.21471257841705302,1.743762096962569,2.184507683703268,0.0,0.0,9.979510528621509,2.18540694450933,2.0
0,8.0,6.760117174034246,2.39,0.21,6.93,1.18,0.0,0.0,0.0,5.8694801838066395,2.0
0,0.0,3.736584010010583,0.6841971535827679,0.20914194490841248,3.266911001670285,1.559656777963365,0.0,0.017161101831750236,0.0,2.3571757345637723,2.0
1,0.0,3.740676296193857,0.047633644230039116,0.1,5.8657944712451116,1.5646542307984357,0.0,0.0,2.0,3.6493084615968714,2.0
1,1.8069129770507795,0.0,0.23170442753906462,0.7632538625585924,1.8600953894384813,0.25971395422851673,0.0,0.0,0.0,1.436257465703127,2.0
1,0.0,0.0,1.233463043210894,0.173463043210894,1.0146695555921843,0.7892608642178801,0.0,1.0,0.0,1.0316347654972164,2.0
1,0.4646738129396114,3.0039565329507636,0.9103805208719342,0.22111411942335726,2.40953788631519,2.008912955386858,1.0,1.0,2.070652374120777,1.6900270748102153,2.0
0,1.3502263173572366,1.0310662782997047,0.0,1.0850226317357237,4.468145004468124,4.620769479014605,0.0,0.0,4.05067895207171,3.9445158422150066,2.0
1,1.9038821516059325,0.0,0.23998128116491507,0.31231057212847463,0.9841405550149789,0.4867282493875847,0.0,0.048058924197033726,0.0,0.7734564987751694,2.0
1,0.0,3.028468939826708,0.05847437194774158,0.1,4.846126622375527,1.2610251220903368,0.0,0.0,2.0,3.361859298693539,2.0
0,0.2266392254039049,4.922474978248915,1.3015307264133709,0.17226639225403906,1.839403704570473,2.5086886196768763,1.0,1.0,9.660041161894142,2.411213171806126,2.0
1,6.0,6.561697191893869,2.3843463825994973,0.21,6.47,1.21,0.0,0.0,0.0,5.5187038319361825,2.0
0,1.0,6.704373134054264,2.330765227014519,0.45525559250998077,4.920003101030846,2.059745958005442,0.0,0.01530454029038475,6.0,3.4895408637912886,2.0
0,6.0,6.604739923717087,2.3439938215152307,0.21,6.47,1.200665636919205,0.0,0.0,0.0,5.850046338635767,2.0
0,5.50103988391526,6.5297589310949,2.3199584046433896,0.21,6.350249572139663,1.2049896011608474,0.0,0.0,0.0,5.5307279187406815,2.0
0,0.4606225515999375,5.883072965563084,2.4431042667959493,0.16460622551599938,2.3714288195040973,1.3649634303920237,0.0,1.0,0.0,1.478378972987942,2.0
0,1.0,6.664499521331391,2.531178477606948,0.1631603623060186,3.062078843451836,1.9260394217259178,0.0,1.0,2.0518913081944232,2.397217899332866,2.0
1,5.615851164389914,6.501072781644827,2.377682976712202,0.21,6.37780427945358,1.2038414883561008,0.0,0.0,0.0,5.259571350004637,2.0
0,0.05610839543924284,4.759279252079832,1.3694748991655974,0.17887783209121513,1.7689497983311946,1.8741266100388745,0.9438916045607572,1.0,2.0561083954392427,1.4478911584814838,2.0
1,0.0,2.965630380315435,0.06,0.1,4.6856442653224235,1.2072472923737283,0.0,0.0,2.0,3.3581886978438753,2.0
1,0.0,0.0,1.23132801066445,0.16265602132889992,0.7470246185380979,0.6598403199334989,0.0,1.0,0.0,1.0944484372424486,2.0
1,0.0,3.8583057750878513,0.04727192805107977,0.1,6.201886115658219,1.6736579426208462,0.0,0.0,2.0,3.674609791888078,2.0
1,0.0,0.0,1.23,0.161990507053176,0.7137911551698721,0.63990507053176,0.0,1.0,0.0,0.994218337776952,2.0
0,1.3228316576170183,5.945160560996854,2.0862231915685134,0.16291326630468073,2.541263995912345,1.2999221861387242,0.32283165761701826,1.0,6.3228316576170185,2.846619850527665,2.0
1,1.0,5.837188628491974,1.796768651245102,0.32812558041545536,3.5853864408207987,2.5745629966713013,0.0,0.5733670416719333,4.853265916656134,2.7904922091602415,2.0
0,0.12850035323391018,4.432521396676481,1.1994896962188373,0.192850035323391,1.8556005651742562,1.9309552225373634,1.0,1.0,1.8714996467660898,1.4879402967164845,2.0
0,1.0,5.446971848634524,1.583131948566077,0.21678429237152022,2.7965549879167964,2.8235067984131224,0.0,1.0,3.8112041767360028,2.330414663444479,2.0
1,0.17936052425604465,2.4159626165902046,0.04923836854463732,0.2703924980432424,4.446560976135307,1.5999739690909793,0.0,0.0,2.1793605242560448,3.493267472613143,2.0
0,5.0,6.428159767793758,2.358703016494921,0.21,6.23,1.21,0.0,0.0,0.0,5.198082595462974,2.0
0,1.0,3.954551178439769,1.4365091296630417,0.22383841593941411,2.185981693104157,1.170280483744045,0.0,0.17957315622873193,6.820426843771268,2.8857012093601124,2.0
0,0.34851522814221203,5.429188958757132,1.857168908183273,0.17651484771857787,1.6081781726229345,1.6095244925818737,0.651484771857788,1.0,1.302969543715576,1.5891091368853272,2.0
1,0.7933156401232546,5.316530286427667,1.2720668435987674,0.21759893840739528,2.9806418961725565,3.0073262560493017,0.20668435987674538,0.20668435987674538,10.0,3.8051713369996722,2.0
0,1.0,6.3563528824138436,2.3772603887267887,0.15273961127321134,3.2036896793104845,1.6410857920425976,0.0,1.0,5.178116618036599,3.2216538192306134,2.0
1,1.214589119708374,0.0,1.006827315503291,0.21789658556208863,1.0863951968320789,0.5506869792262463,0.0,0.7854108802916259,0.0,0.972060937678739,2.0
0,1.0,5.706485757604923,1.7659413107311366,0.2035918641740417,3.0227108998735708,2.6972364142372562,0.0,1.0,3.622740916772024,2.390722906632952,2.0
1,0.0,3.600129286085445,0.05038963132310234,0.1,5.552466590460395,1.4645451614765672,0.0,0.0,2.0,3.4284398628287107,2.0
1,0.7634922313242143,0.0,0.8391665785547875,0.233444456192695,1.1545634710844732,0.7520317091086729,0.0,0.6182538843378929,0.0,1.186595180193146,2.0
0,1.0,4.3991215365648735,1.6170373471220354,0.2097101206600146,2.339823130590952,1.2142351801688434,0.0,0.3365542148887265,6.663445785111273,2.9955879504221086,2.0
0,1.6557226353807422,6.581023310360239,2.558695908663436,0.18311445270761484,3.4709390007269967,1.081313283754311,0.0,0.34427736461925784,0.0,3.1668579700391435,2.0
1,0.614603379034435,5.4630293999456105,1.3537524054841321,0.1945841351613774,1.747079324193113,2.376552276692438,0.38539662096556504,0.38539662096556504,10.0,2.2987427835476035,2.0
0,3.0,1.4661510019604707,1.256816136689728,0.2027354532410884,3.456637683576462,0.9017936402767347,0.0,0.0,2.726454675891159,3.5891481726876187,2.0
1,0.68124913892848,0.0,0.8823442020625479,0.2276874397249936,1.16484385763394,0.7701251894357344,0.0,0.65937543053576,0.0,1.2149690470696743,2.0
1,8.0,6.7775908418800626,2.3769652735882048,0.21,6.93,1.18,0.0,0.0,0.0,5.861751383023487,2.0
1,6.0,6.584809797806083,2.355118876371198,0.21,6.47,1.204960374542934,0.0,0.0,0.0,5.654088614487483,2.0
1,0.3071096413080606,2.117472936162567,1.365279735435451,0.17,1.9349010022856903,1.3266724192358261,0.6928903586919394,1.0,3.3071096413080605,1.43269236326332,2.0
1,0.0,4.314358125586126,0.036516633955468024,0.1,7.342504906679796,2.054618400360195,0.0,0.0,2.0,3.699178066830352,2.0
0,5.9366481518557075,6.598420241359903,2.34,0.21,6.45479555644537,1.200633518481443,0.0,0.0,0.0,5.851491668335068,2.0
1,1.9216273466487075,0.0,0.04819918181104489,0.8806102549932653,1.3329614345938041,0.1588094368043102,0.0,0.039186326675646255,0.0,1.2129464611983836,2.0
1,2.7461619048532637,1.2519980857797899,0.739208539721215,0.5494335872753977,3.376871365074493,1.9806856189717912,0.0,0.0,3.5820539682844212,4.1993859047765225,2.0
0,1.0,6.292037621191732,2.3783790275760124,0.16005002902872323,3.053542119020315,1.421721030481434,0.0,0.9675805515202475,6.0,3.4609725834543927,2.0
1,1.0959437664961746,0.0,0.6601092414219891,0.24767550131969396,0.8508307214718689,0.5432839363452677,0.0,0.4520281167519127,0.0,0.8865678726905356,2.0
1,0.0,2.348803526345442,0.8060695786533391,0.2038776753846495,1.2777026048072873,1.8117354711540594,1.0,1.0,3.0,1.4417354711540593,2.0
0,6.0,6.581385298159997,2.365888782975002,0.21,6.47,1.2043147971625003,0.0,0.0,0.0,5.685834127687481,2.0
0,1.5759245752580846,6.366597968509326,2.3815184915051617,0.18575924575258085,4.260999270639366,1.04,0.0,0.0,0.0,3.7221479320412936,2.0
1,0.0,0.0,1.23,0.16,0.8309625061659209,0.6712153428709747,0.0,1.0,0.7316477552996402,1.1716965959539352,2.0
0,1.0,5.326309494799911,1.525135934834016,0.21978482164620275,2.6236296863574355,2.7520809193951785,0.0,1.0,4.255379458844931,2.421950778012734,2.0
0,1.7499835507838952,3.8858119641970665,0.5825383266735239,0.9774886500408877,5.977477464573937,5.639921701731342,0.0,0.0,6.0,3.864991775391948,2.0
0,0.41945598765609016,5.587386852473081,1.9685459006200614,0.1758054401234391,1.599665281481269,1.5605753685172978,0.5805440123439098,1.0,1.1610880246878197,1.631673592593654,2.0
1,0.0,3.046320212448514,0.13973003567416675,0.11461717320693057,4.475292084021514,1.2478380214045,0.0,0.0,1.7342332144194441,3.2644589393539163,2.0
1,6.0,6.5520101329257,2.3868560007643134,0.21,6.47,1.2056186669214377,0.0,0.0,0.0,5.478194663864185,2.0
1,0.0,2.657543244150132,1.0260697368494953,0.18908774878322723,1.4533329831991768,1.7192984298951701,1.0,1.0,3.0,1.34929842989517,2.0
